,name,figi,ticker,class_code
4618,Virtus Investment Partners,BBG000DMFQS2,VRTS,SPBXM
4619,Under Armour,US9043111072,US9043111072,SPBXM_OTC
4620,Lumentum Holdings Inc,BBG0073F9RT7,LITE,SPBXM
4621,Fastly Inc,US31188V1008,US31188V1008,SPBXM_OTC
4622,American Electric Power,US0255371017,US0255371017,SPBXM_OTC
4623,2U Inc,US90214J1016,US90214J1016,SPBXM_OTC
4624,National Vision Holdings Inc,BBG00HVQF9K2,EYE,SPBXM
4625,Norfolk Southern,BBG000BQ5DS5,NSC,SPBXM
4626,National Presto Industries Inc,US6372151042,US6372151042,SPBXM_OTC
4627,Pure Storage Inc,BBG00212PVZ5,PSTG,SPBXM
4628,Kroger,BBG000BMY992,KR,SPBXM
4629,Travelers Cos,US89417E1091,US89417E1091,SPBXM_OTC
4630,Select Water Solutions,US81617J3014,US81617J3014,SPBXM_OTC
4631,Southern Copper Corp,US84265V1052,US84265V1052,SPBXM_OTC
4632,DigitalOcean Holdings,BBG00ZGF6SS3,DOCN,SPBXM
4633,Coherent Corp,US19247G1076,US19247G1076,SPBXM_OTC
4634,ZimVie,US98888T1079,US98888T1079,SPBXM_OTC
4635,Caesars Entertainment Corp,BBG0017T9998,CZR_old,nasdaq
4636,United Rentals,BBG000BXMFC3,URI,SPBXM
4637,АДР Grupo Aeroportuario del Sureste S.A.B. de C.V.,BBG000B9XWX4,ASR,ASR
4638,Emerson Electric,BBG000BHX7N2,EMR,SPBXM
4639,China Mobile,BBG000BB0P33,CHL,SPBXM
4640,Toro,US8910921084,US8910921084,SPBXM_OTC
4641,Boston Beer Co Inc The,US1005571070,US1005571070,SPBXM_OTC
4642,Kimco Realty REIT,BBG000CN3S73,KIM,SPBXM
4643,Monro,BBG000C0BZD1,MNRO,SPBXM
4644,EverCommerce,BBG0118LMWY9,EVCM,EVCM
4645,CASI Pharmaceuticals,BBG01DSTT3T7,CASI,CASI
4646,Vivint Solar Inc,BBG005XKJLF4,VSLR,VSLR
4647,Day One Biopharmaceuticals,BBG00V1KSN04,DAWN,SPBXM
4648,Dave & Buster's Entertainment Inc,US2383371091,US2383371091,SPBXM_OTC
4649,"Clover Health Investments, Corp.",US18914F1030,US18914F1030,SPBXM_OTC
4650,Molecular Templates,BBG000NRVRG3,MTEM,MTEM
4651,Transocean,BBG000BH5LT6,RIG,SPBXM
4652,Amedisys Inc,BBG000B9ZV28,AMED,SPBXM
4653,DigitalBridge REIT,US25401T6038,US25401T6038,SPBXM_OTC
4654,"IAA, Inc.",BBG00K7ZQ662,IAA,SPBXM
4655,АДР Compania de Minas Buenaventura,BBG000GPXR82,BVN,BVN
4656,"Houlihan Lokey, Inc.",US4415931009,US4415931009,SPBXM_OTC
4657,Nektar Therapeutics,BBG000BHCYJ1,NKTR,SPBXM
4658,Constellation Energy,BBG014KFRNP7,CEG,SPBXM
4659,ICBC,BBG000Q16VR4,1398,SPBHKEX
4660,Positive Technologies Оферта (2 окно),ISSANCEPOSI2,ISSANCEPOSI2,ISSANCEPOSI2
4661,Enova International Inc,BBG0022PSJ14,ENVA,nyse
4662,Frequency Therapeutics,BBG00GFMTC38,FREQ,FREQ
4663,Tenable Holdings Inc,BBG00LBLCD02,TENB,SPBXM
4664,NextDecade,BBG008GC7VW7,NEXT,NEXT
4665,Scorpio Tankers Inc,BBG000Q1TVZ0,STNG,STNG
4666,Kulicke & Soffa Industries,US5012421013,US5012421013,SPBXM_OTC
4667,REGENXBIO Inc,BBG007Z9V591,RGNX,SPBXM
4668,Chow Tai Fook Jewellery,BBG00299NPM1,1929,SPBHKEX
4669,Zimmer Biomet Holdings,US98956P1021,US98956P1021,SPBXM_OTC
4670,Domino's Pizza Inc,US25754A2015,US25754A2015,SPBXM_OTC
4671,Outfront Media REIT,BBG004S69ZX4,OUT,OUT
4672,Fifth Third Bancorp,BBG000BJL3N0,FITB,SPBXM
4673,Scholar Rock Holding,BBG00KT2RRM6,SRRK,SRRK
4674,TEGNA,US87901J1051,US87901J1051,SPBXM_OTC
4675,Cambium Networks Corporation,BBG00P9KJB87,CMBM,CMBM
4676,Open Lending Corp,BBG00VDHLSQ6,LPRO,SPBXM
4677,Tupperware Brands Corp,BBG000GQ1G25,TUP,TUP
4678,IPO GV Gold,ISSUANCEGVGL,ISSUANCEGVGL,ISSUANCEGVGL
4679,Norwegian Cruise Line Holdings,BMG667211046,BMG667211046,SPBXM_OTC
4680,Baidu,BBG000QXWHD1,BIDU,SPBXM
4681,Li-Ning,BBG000PTX047,2331,SPBHKEX
4682,ArcelorMittal,BBG000BYLJ52,MT,LU1598757687
4683,Clarivate,BBG00P1919G5,CLVT,SPBXM
4684,Scripps Networks Interactive,BBG000RQW961,SNI,SPBXM
4685,Kohl's Corp,US5002551043,US5002551043,SPBXM_OTC
4686,EOG Resources,BBG000BZ9223,EOG,SPBXM
4687,CSX Corp,BBG000BGJRC8,CSX,SPBXM
4688,Biora Therapeutics,BBG007K8X5S6,BIOR,BIOR
4689,CubeSmart REIT,BBG000HF28Q9,CUBE,SPBXM
4690,Forum Energy Technologies,TCS4984V1008,FET_old,nyse
4691,Samsung Electronics,BBG000BSD1N3,SMSD,SMSD
4692,BNP Paribas SA,BBG000BRB1Z4,BNPQY,otcus
4693,Chemed Corp,US16359R1032,US16359R1032,SPBXM_OTC
4694,Qualcomm,TCS475251036,QCOM-RM,FQBR
4695,Merck,US58933Y1055,US58933Y1055,SPBXM_OTC
4696,Stryker,BBG000DN7P92,SYK,SPBXM
4697,Rollins,US7757111049,US7757111049,SPBXM_OTC
4698,GoPro,BBG001LWHLJ8,GPRO,SPBXM
4699,Glu Mobile Inc,BBG000QL9YL7,GLUU,GLUU
4700,Redhill Biopharma Ltd,TCS003RY91S7,RDHLold,RDHLold
4701,Xerox,BBG00NNG2ZJ8,XRX,SPBXM
4702,Starbucks Corporation,TCS552441094,SBUX-RM,FQBR
4703,Flex Ltd.,BBG000BP5YT0,FLEX,FLEX
4704,Ashford Hospitality REIT,BBG000PRZVD1,AHT,AHT
4705,Stoneridge Inc,BBG000BB9Q78,SRI,SPBXM
4706,Herc Holdings Inc.,BBG000FNRZ69,HRI,HRI
4707,Норильский никель,BBG004731489,GMKN,TQBR
4708,Lancaster Colony,BBG000BN1M88,LANC,SPBXM
4709,Ryanair Holdings,BBG000KKNS14,RY4C,RY4C
4710,HF Sinclair Corporation,US4039491000,US4039491000,SPBXM_OTC
4711,Geely Automobile Holdings Ltd,BBG000RF9J87,GELYY,otcus
4712,"Graphite Bio, Inc.",US38870X1046,US38870X1046,SPBXM_OTC
4713,Universal Health Services,US9139031002,US9139031002,SPBXM_OTC
4714,Lordstown Motors Corp,BBG00N6NL712,RIDE,SPBXM
4715,East West Ban,US27579R1041,US27579R1041,SPBXM_OTC
4716,Iron Mountain REIT,US46284V1017,US46284V1017,SPBXM_OTC
4717,Tradeweb Markets,US8926721064,US8926721064,SPBXM_OTC
4718,Pilgrim's Pride Corp,BBG000BFLXV3,PPC,SPBXM
4719,Kinross Gold,BBG000BB2DM7,KGC,SPBXM
4720,Energous,BBG005XNV9D3,WATT,WATT
4721,A10 Networks Inc,BBG0060K22C1,ATEN,SPBXM
4722,MasterBrand,US57638P1049,US57638P1049,SPBXM_OTC
4723,Telaria Inc,BBG0022FSWP1,TLRA,TLRA
4724,PepsiCo,TCS134481081,PEP-RM,FQBR
4725,ProPetro Holding Corp,US74347M1080,US74347M1080,SPBXM_OTC
4726,eBay,BBG000C43RR5,EBAY,SPBXM
4727,Churchill Capital Corp VII,BBG00ZKGBLB3,CVII,CVII
4728,TCS Group,TCS4238U2033,US87238U2033,US87238U2033_RZA
4729,Universal Electronics Inc.,BBG000CZ07G5,UEIC,UEIC
4730,Delta Air Lines,BBG000R7Z112,DAL,SPBXM
4731,"AMERISAFE, Inc.",BBG000Q0JJQ0,AMSF,SPBXM
4732,Duolingo,BBG003D4V951,DUOL,SPBXM
4733,Ciena Corp,US1717793095,US1717793095,SPBXM_OTC
4734,The Williams Companies,US9694571004,US9694571004,SPBXM_OTC
4735,Micron Technology,BBG000C5Z1S3,MU,SPBXM
4736,Brooklyn ImmunoTherapeutics,BBG000CX5677,BTX,BTX
4737,NuVasive Inc,US6707041058,US6707041058,SPBXM_OTC
4738,Enphase Energy Inc,US29355A1079,US29355A1079,SPBXM_OTC
4739,Pre-IPO WeFox,ISSUANCEWEFX,ISSUANCEWEFX,ISSUANCEWEFX
4740,United Maritime Corporation,BBG018CPTJK7,USEA,USEA
4741,Shell АДР,BBG0147BN6G2,SHEL,SPBXM
4742,Candel Therapeutics,BBG00N0D4Z71,CADL,CADL
4743,ФСК Россети (промежуточные акции),RU000A105MU6,RU000A105MU6,RU000A105MU6
4744,Bank of New York Mellon,BBG000BD8PN9,BK,SPBXM
4745,Compass Minerals International,BBG000C42WS4,CMP,SPBXM
4746,Aprea Therapeutics Inc,TCS00Q6Q3K37,APREold,APREold
4747,Pegasystems Inc,BBG000H1RYG7,PEGA,SPBXM
4748,Brown-Forman,BBG000BD2NY8,BF.B,SPBXM
4749,SPAC Li-Cycle,BBG00Y2JBLW7,PDAC,PDAC
4750,Россети Кубань,BBG000CV6PB3,KUBE,TQBR
4751,Arista Networks Inc,BBG000N2HDY5,ANET,SPBXM
4752,Compass Minerals International,US20451N1019,US20451N1019,SPBXM_OTC
4753,LGI Homes Inc,BBG0056655S1,LGIH,SPBXM
4754,Glencore PLC,BBG001MM1KV4,GLEN,GLEN
4755,Aspen Technology,US29109X1063,US29109X1063,SPBXM_OTC
4756,Glaukos Corp,US3773221029,US3773221029,SPBXM_OTC
4757,Pure Energy Minerals Ltd,BBG000GV6D80,PEMIF,PEMIF
4758,PTC Therapeutics,BBG000QT15P7,PTCT,SPBXM
4759,Expedia,US30212P3038,US30212P3038,SPBXM_OTC
4760,Qell Acquisition Corp,BBG00XP7Z283,QELL,QELL
4761,"ChoiceOne Financial Services, Inc.",US1703861062,US1703861062,SPBXM_OTC
4762,IPO Nubank,ISSUANCENUBA,ISSUANCENUBA,SPBOTC
4763,Howard Hughes Corp,US44267D1072,US44267D1072,SPBXM_OTC
4764,BJ's Restaurants Inc,BBG000H9LNX1,BJRI,SPBXM
4765,PG&E,BBG000BQWPC5,PCG,SPBXM
4766,Московская Биржа,BBG004730JJ5,MOEX,TQBR
4767,Mustang Bio,BBG00FXTN420,MBIO,MBIO
4768,Amcor,BBG00LNJRQ09,AMCR,SPBXM
4769,Crowdstrike Holdings Inc,US22788C1053,US22788C1053,SPBXM_OTC
4770,Peabody Energy Corporation,BBG00GBV88T6,BTU,BTU
4771,Aluminum Corp of China,US0222761092,US0222761092,SPBXM_OTC
4772,Vinci SA,BBG000BDXBJ7,DG FP,DG FP
4773,НЕФАЗ,BBG00226CJM0,NFAZ,TQBR
4774,Concert Pharmaceuticals,US2060221056,US2060221056,SPBXM_OTC
4775,Matterport,BBG00XS0FV56,MTTR,SPBXM
4776,Vontier Corporation,US9288811014,US9288811014,SPBXM_OTC
4777,HUGO BOSS AG,DE000A1PHFF7,DE000A1PHFF7,SPBXM_OTC
4778,Kadant Inc.,BBG000BKRSZ3,KAI,SPBXM
4779,Heineken NV,BBG000BW4R84,HEIA,HEIA
4780,Antero Resources Corp,BBG000PW5VX1,AR,AR
4781,Bloom Energy,BBG000N7KBZ3,BE,SPBXM
4782,Terreno REIT,US88146M1018,US88146M1018,SPBXM_OTC
4783,Canadian Natural Resources,BBG000HW5GX3,CNQ,SPBXM
4784,Columbia Sportswear Company,US1985161066,US1985161066,SPBXM_OTC
4785,Target,BBG000H8TVT2,TGT,SPBXM
4786,Weingarten Realty Investors,BBG000BWZBT2,WRI,WRI
4787,New Oriental Education & Techn,BBG000PTRRM5,EDU,EDU
4788,"Knoll, Inc.",BBG000N7N3S6,KNL,KNL
4789,Devon Energy,US25179M1036,US25179M1036,SPBXM_OTC
4790,Z Holdings Corp,BBG000BV9F96,4689,4689
4791,Pan American Silver Corp,BBG000C0RGY3,PAAS,SPBXM
4792,Bank of America Corp,BBG000BCTLF6,BAC,SPBXM
4793,"Recursion Pharmaceuticals, Inc.",US75629V1044,US75629V1044,SPBXM_OTC
4794,MP Materials,US5533681012,US5533681012,SPBXM_OTC
4795,China Merchants Bank,BBG000DVPPK1,3968,SPBHKEX
4796,Triton International Ltd/Bermu,BBG00BS054W5,TRTN,nyse
4797,FIBROGEN INC,US31572Q8087,US31572Q8087,SPBXM_OTC
4798,LendingTree Inc,BBG000TVRB50,TREE,SPBXM
4799,Sykes Enterprises Inc,BBG000BBHPV4,SYKE,SPBXM
4800,Autohome Inc,BBG005JYTDQ5,ATHM,nyse
4801,Diana Shipping,BBG000BV1NV2,DSX,DSX
4802,GoodRx Holdings Inc,US38246G1085,US38246G1085,SPBXM_OTC
4803,Entercom Communications Corp.,TCS000C55NZ0,ETM,SPBXM
4804,Citi Trends Inc,BBG000BRLWY6,CTRN,CTRN
4805,Eyepoint Pharmaceuticals Inc,BBG000F90JX5,EYPT,EYPT
4806,Visa,BBG000PSKYX7,V,SPBXM
4807,Olema Pharmaceuticals,BBG00T5JMRT4,OLMA,OLMA
4808,Entergy Corporation,BBG000C1FQS9,ETR,SPBXM
4809,Gen Digital,BBG000BH2JM1,GEN,SPBXM
4810,FactSet Research Systems Inc,BBG000BDJL83,FDS,SPBXM
4811,Navient,BBG004MN1R41,NAVI,SPBXM
4812,АДР GDS Holdings Ltd,US36165L1089,US36165L1089,SPBXM_OTC
4813,Glacier Ban,BBG000C3KB84,GBCI,SPBXM
4814,PBF Energy Inc,BBG002832GV8,PBF,SPBXM
4815,Саратовский нефтеперерабатывающий завод,BBG002B2J6C1,KRKN,TQBR
4816,Oxbridge Re Holdings,BBG006G54GT6,OXBR,OXBR
4817,Synopsys,BBG000BSFRF3,SNPS,SPBXM
4818,Harmony Biosciences Holdings,BBG00WBPG4C2,HRMY,SPBXM
4819,Lyft Inc,US55087P1049,US55087P1049,SPBXM_OTC
4820,PTC Therapeutics,US69366J2006,US69366J2006,SPBXM_OTC
4821,ТГК-14,TCS00A0H1ES3,TGKN,SMAL
4822,"ChoiceOne Financial Services, Inc.",BBG000LLRNX3,COFS,SPBXM
4823,Samsara,BBG0099PW5P1,IOT,IOT
4824,Attunity Ltd,BBG000BRFXH0,ATTU,nasdaq
4825,Carnival,PA1436583006,PA1436583006,SPBXM_OTC
4826,Equinor ASA,BBG000NT0ZZ4,EQNR,nyse
4827,Vertex Pharmaceuticals,US92532F1003,US92532F1003,SPBXM_OTC
4828,US Bancorp,BBG000FFDM15,USB,SPBXM
4829,Janus Henderson Group,BBG00GSNPM07,JHG,SPBXM
4830,Virgin Galactic Holdings Inc Class A,TCS2766K1060,SPCE-RM,FQBR
4831,Matson Inc,BBG000BBK401,MATX,SPBXM
4832,Genesco Inc,BBG000BK5S78,GCO,SPBXM
4833,Forrester Research Inc,BBG000HGNYG8,FORR,SPBXM
4834,eXp World Holdings,BBG001DCTG63,EXPI,SPBXM
4835,Ulta Beauty,US90384S3031,US90384S3031,SPBXM_OTC
4836,Axonics,BBG0067QVJ50,AXNX,SPBXM
4837,Thoma Bravo Advantage,BBG00YQ7B9M5,TBA,KYG882721023
4838,Employers Holdings Inc,BBG000DJX7Q3,EIG,EIG
4839,Exelixis Inc,BBG000BQ4WF8,EXEL,SPBXM
4840,Luna Innovations Incorporated,BBG000GP4ZR5,LUNA,LUNA
4841,Anixter International Inc,BBG000DPW6P3,AXE,SPBXM
4842,British American Tobacco,US1104481072,US1104481072,SPBXM_OTC
4843,HSBC Holdings PLC,BBG000C1K7N0,HSBC,HSBC
4844,LexinFintech Holdings Ltd,BBG00J7KGQN6,LX,nasdaq
4845,Vericel Corp,US92346J1088,US92346J1088,SPBXM_OTC
4846,IVERIC bio,BBG0019K7J31,ISEE,SPBXM
4847,Live Nation Entertainment Inc,BBG000FQ7YR4,LYV,SPBXM
4848,Innovative Industrial Properties REIT,US45781V1017,US45781V1017,SPBXM_OTC
4849,Cullen/Frost Bankers,BBG000C2PL98,CFR,SPBXM
4850,Midland States Bancorp Inc.,BBG000G2ZK31,MSBI,MSBI
4851,Teladoc Health Inc,TCS7918A1051,TDOC-RM,FQBR
4852,Harmonic Inc.,BBG000BTXZ45,HLIT,HLIT
4853,Merus,BBG00B8LXMS5,MRUS,MRUS
4854,Deciphera Pharmaceuticals Inc,BBG00HMJ9H54,DCPH,SPBXM
4855,FTAI Infrastructure Inc.,BBG0174VKJ51,FIP,FIP
4856,PVH,US6936561009,US6936561009,SPBXM_OTC
4857,Stellantis N.V.,NL00150001Q9,NL00150001Q9,SPBXM_OTC
4858,Howmet Aerospace,US4432011082,US4432011082,SPBXM_OTC
4859,RWE AG,DE0007037129,DE0007037129,SPBXM_OTC
4860,Primerica,US74164M1080,US74164M1080,SPBXM_OTC
4861,Consumer Portfolio Services,BBG000BGHGF1,CPSS,CPSS
4862,Vale SA,US91912E1055,US91912E1055,SPBXM_OTC
4863,Fastenal Company,US3119001044,US3119001044,SPBXM_OTC
4864,Versum Materials,BBG00BBHBMF8,VSM,nyse
4865,SoftBank Group Corp,BBG000RKGNY0,SFTBY,otcus
4866,Armstrong World Industries Inc,BBG000DW4LB1,AWI,SPBXM
4867,Nuvalent,BBG00Z1SLMK5,NUVL,NUVL
4868,АДР Tuya Inc.,BBG00ZGWWZL8,TUYA,TUYA
4869,Дороги и Мосты,TCS00A1028S3,RU000A1028S3,RU000A1028S3
4870,Oncocyte,BBG008P5VFV1,OCX,OCX
4871,Danaher,BBG000BH3JF8,DHR,SPBXM
4872,Uniper,BBG007NDF7H0,UN01,UN01
4873,RenaissanceRe Holdings,BBG000BFVZ83,RNR,SPBXM
4874,REGENXBIO Inc,US75901B1070,US75901B1070,SPBXM_OTC
4875,Anglo American PLC,BBG00BDM1894,NGLOY,NGLOY
4876,АДР Fomento Economico Mexicano,BBG000BD33X2,FMX,FMX
4877,Sony Corp,BBG000BT7ZK6,SONY,SPBXM
4878,MSCI Inc,BBG000RTDY25,MSCI,SPBXM
4879,Evotec AG,BBG000C23DD5,EVT@DE,SPBDE
4880,O'Key Group SA,TCS708662019,OKEY,SMAL
4881,Rogers Corp,BBG000BS9HN3,ROG,SPBXM
4882,ГДР Commercial International Bank Egypt,BBG000CLC0L2,CBKD,CBKD
4883,Primoris Services Corp,BBG000BBLPH5,PRIM,PRIM
4884,Patterson,BBG000BQY289,PDCO,SPBXM
4885,Vaxcyte Inc,BBG009PHHPL8,PCVX,SPBXM
4886,Healthcare Services Group Inc,US4219061086,US4219061086,SPBXM_OTC
4887,L'Oreal SA,BBG000BC98G6,OR,OR
4888,China Hongqiao Group,BBG001DMCGS5,1378,SPBHKEX
4889,Bruker Corp,BBG000CL1FG7,BRKR,SPBXM
4890,Franco Nevada Corporation,BBG000RD3CL8,FNV,SPBXM
4891,Genmab A/S,BBG004MPKM64,GMAB,GMAB
4892,Fix Price Group,TCS2835G2057,US33835G2057,US33835G2057_RZA
4893,Evolution Petroleum Corp.,BBG000C15T59,EPM,EPM
4894,Anheuser-Busch InBev,US03524A1088,US03524A1088,SPBXM_OTC
4895,CSX Corp,US1264081035,US1264081035,SPBXM_OTC
4896,Arrival,BBG00YFSF9D7,ARVL,SPBXM
4897,Reinsurance Group of America I,BBG000BDLCQ0,RGA,SPBXM
4898,"IDACORP, Inc.",US4511071064,US4511071064,SPBXM_OTC
4899,Thermo Fisher Scientific,US8835561023,US8835561023,SPBXM_OTC
4900,Lincoln National Corp,BBG000BNC3Y9,LNC,SPBXM
4901,Asana,US04342Y1047,US04342Y1047,SPBXM_OTC
4902,CoreLogic Inc United States,BBG000C2H3F0,CLGX,SPBXM
4903,"Washington Federal, Inc.",US9388241096,US9388241096,SPBXM_OTC
4904,ГДР Reliance Industries Ltd,BBG000BLTD46,RIGD,RIGD
4905,FirstEnergy,BBG000BB6M98,FE,SPBXM
4906,Quince Therapeutics,US22053A1079,US22053A1079,SPBXM_OTC
4907,Сахалинэнерго,BBG00FX0RGJ4,SLEN,TQBR
4908,CSPC Pharmaceutical,BBG000C3N3B5,1093,SPBHKEX
4909,ФСК Россети,TCS00A0JPNN9,FEES,SMAL
4910,Continental AG,BBGCON000000,BBGCON000000,BBGCON000000
4911,Юнипро,BBG004S686W0,UPRO,TQBR
4912,Deutsche Lufthansa AG,BBG000BC6M41,LHA@DE,SPBDE
4913,Werner Enterprises Inc,BBG000BWPP85,WERN,SPBXM
4914,Baozun Inc,US06684L1035,US06684L1035,SPBXM_OTC
4915,pre-IPO Dataminr,ISSUANCEDTMR,ISSUANCEDTMR,ISSUANCEDTMR
4916,International Consolidated Air,BBG000C04GS5,IAG,IAG
4917,Canadian Imperial Bank of Commerce,BBG000FKTHQ1,CM,SPBXM
4918,Славнефть ЯНОС,BBG000CVM618,JNOS,TQBR
4919,"Essential Utilities, Inc.",BBG000BRMJN6,WTRG,SPBXM
4920,МРСК Сибири,BBG000VJMH65,MRKS,TQBR
4921,Aetna,BBG000FJLFX8,AET,SPBXM
4922,Ericsson,BBG000BHV1B0,ERCB,ERCB
4923,Invitae Corp,US46185L1035,US46185L1035,SPBXM_OTC
4924,Entergy Corporation,US29364G1031,US29364G1031,SPBXM_OTC
4925,Vornado REIT,BBG000BWHD54,VNO,SPBXM
4926,MiNK Therapeutics,BBG012J84VS3,INKT,INKT
4927,"Albireo Pharma, Inc.",BBG000QFLCK5,ALBO,ALBO
4928,Williams-Sonoma Inc,BBG000FSMWC3,WSM,SPBXM
4929,McGrath RentCorp,BBG000BP02D2,MGRC,SPBXM
4930,Triumph Group Inc,BBG000BM7L13,TGI,TGI
4931,CSW Industrials Inc,US1264021064,US1264021064,SPBXM_OTC
4932,BELLUS Health,BBG000CKVYZ4,BLU,BLU
4933,ServiceNow Inc,BBG000M1R011,NOW,SPBXM
4934,United Parcel Service,TCS113121068,UPS-RM,FQBR
4935,Уралкалий,BBG00475JVM9,URKA,TQBR
4936,Redhill Biopharma,BBG003RY91S7,RDHL,RDHL
4937,ASML Holding NV,BBG000K6MRN4,ASML US,ASML US
4938,China Tourism Group Duty Free,BBG0195DR728,1880,SPBHKEX
4939,Rocket Lab,BBG00Y61SZL5,RKLB,SPBXM
4940,Alaska Air Group,US0116591092,US0116591092,SPBXM_OTC
4941,Conagra Brands,US2058871029,US2058871029,SPBXM_OTC
4942,Editas Medicine Inc,BBG005MX5GZ2,EDIT,SPBXM
4943,Leap Therapeutics,BBG00DQ929W6,LPTX,LPTX
4944,Axovant Sciences Ltd,BBG008NVGW00,AXGT,nasdaq
4945,Resideo Technologies Inc,BBG00HY28K89,REZI,SPBXM
4946,Ziff Davis,US48123V1026,US48123V1026,SPBXM_OTC
4947,DHT Holdings Inc,BBG000G3RXX7,DHT,DHT
4948,Sony Corp,US8356993076,US8356993076,SPBXM_OTC
4949,Siebert Financial Corp.,BBG000BGJYL3,SIEB,SIEB
4950,Leoni AG,BBG000BF02T7,LEO,xetra
4951,ImmunoGen Inc,BBG000C2JTB5,IMGN,IMGN
4952,NeoPhotonics Corp,BBG000CL6VN9,NPTN,NPTN
4953,Liberty Broadband Corporation,BBG006GNSZW5,LBRDK,SPBXM
4954,Desktop Metal,BBG00P17H053,DM,SPBXM
4955,Wheaton Precious Metals,CA9628791027,CA9628791027,SPBXM_OTC
4956,Murphy USA Inc,BBG001Z0Q6T5,MUSA,SPBXM
4957,CoStar Group Inc,US22160N1090,US22160N1090,SPBXM_OTC
4958,"Kadmon Holdings, Inc",BBG00B9P9V84,KDMN,KDMN
4959,Kellogg,BBG000BMKDM3,K,SPBXM
4960,Minerals Technologies Inc.,US6031581068,US6031581068,SPBXM_OTC
4961,EVgo,BBG00XP21PQ0,EVGO,EVGO
4962,Roper Technologies,US7766961061,US7766961061,SPBXM_OTC
4963,Best Buy Co.,BBG000BCWCG1,BBY,SPBXM
4964,Minerals Technologies Inc.,BBG000BB61F7,MTX,SPBXM
4965,Big 5 Sporting Goods Corp,BBG000NF3BG5,BGFV,BGFV
4966,Monolithic Power Systems,BBG000C30L48,MPWR,SPBXM
4967,Carnival,BBG000BF6LY3,CCL,SPBXM
4968,SailPoint Technologies Holdings,BBG00J0BBZL0,SAIL,SPBXM
4969,G1 Therapeutics Inc,US3621LQ1099,US3621LQ1099,SPBXM_OTC
4970,Ligand Pharmaceuticals Inc,US53220K5048,US53220K5048,SPBXM_OTC
4971,Pitney Bowes,BBG000BQTMJ9,PBI,SPBXM
4972,Eni SpA,BBG000FVRV79,ENI,ENI
4973,Silvergate Capital Corp.,BBG00MMM95S7,SI,SPBXM
4974,Genuine Parts,BBG000BKL348,GPC,SPBXM
4975,WEC Energy Group,US92939U1060,US92939U1060,SPBXM_OTC
4976,SeaWorld Entertainment Inc,BBG003RY97K2,SEAS,SEAS
4977,Charter Communications,US16119P1084,US16119P1084,SPBXM_OTC
4978,Nordex SE,BBG000BYVLM7,NDX1,NDX1
4979,Geron Corporation,BBG000GX1891,GERN,GERN
4980,SolarEdge Technologies Inc,US83417M1045,US83417M1045,SPBXM_OTC
4981,Reata Pharmaceuticals Inc,US75615P1030,US75615P1030,SPBXM_OTC
4982,Halyk Savings Bank of Kazakhstan,BBG000K0CZL2,HSBK,lse
4983,Apogee Enterprises Inc,BBG000BC6L61,APOG,APOG
4984,Русолово,BBG004Z2RGW8,ROLO,TQBR
4985,Concho Resources,BBG000R7RDB4,CXO,SPBXM
4986,Broadcom,TCS1135F1012,AVGO-RM,FQBR
4987,Lattice Semiconductor Corp,BBG000C2D1C1,LSCC,SPBXM
4988,Praxis Precision Medicines,BBG00W9LF2G5,PRAX,SPBXM
4989,Tactile Systems Technology Inc,BBG001B12Z39,TCMD,SPBXM
4990,VeriSign,US92343E1029,US92343E1029,SPBXM_OTC
4991,Community Bank System,US2036071064,US2036071064,SPBXM_OTC
4992,IPO Тинькофф ЖК Luzhniki Collection 7,LUZHNIKICOL7,LUZHNIKICOL7,LUZHNIKICOL7
4993,Expedia,BBG000QY3XZ2,EXPE,SPBXM
4994,Dominion Energy Inc,US25746U1097,US25746U1097,SPBXM_OTC
4995,Ameris Bancorp,BBG000CDY3H5,ABCB,SPBXM
4996,Northrop Grumman,BBG000BQ2C28,NOC,SPBXM
4997,Hanesbrands,US4103451021,US4103451021,SPBXM_OTC
4998,Shell АДР,US7802593050,US7802593050,SPBXM_OTC
4999,Aeglea BioTherapeutics,BBG0067L94B2,AGLE,AGLE
5000,KemPharm,BBG0026ZG1F5,KMPH,KMPH
5001,Yum China Holdings,US98850P1093,US98850P1093,SPBXM_OTC
5002,CSRA,BBG008S3V4G5,CSRA,SPBXM
5003,"Kimball Electronics, Inc.",BBG0018DT0K6,KE,KE
5004,АДР Banco Santander Chile,BBG000BCZQ13,BSAC,BSAC
5005,Twenty-First Century Fox,BBG00JHNKJY8,FOX,SPBXM
5006,BEST Inc,TCS00H1H9511,BESTold,BESTold
5007,Spirit Airlines Inc,US8485771021,US8485771021,SPBXM_OTC
5008,Paylocity Holding Corp,US70438V1061,US70438V1061,SPBXM_OTC
5009,Intuitive Surgical,US46120E6023,US46120E6023,SPBXM_OTC
5010,Donaldson Co,US2576511099,US2576511099,SPBXM_OTC
5011,Fiserv,US3377381088,US3377381088,SPBXM_OTC
5012,Dova Pharmaceuticals Inc,BBG00GVSXWW6,DOVA,DOVA
5013,АДР Himax Technologies,BBG000R01RJ8,HIMX,HIMX
5014,TriNet Group Inc,BBG000BR2040,TNET,SPBXM
5015,Kyndryl Holdings,US50155Q1004,US50155Q1004,SPBXM_OTC
5016,ScanSource Inc,BBG000BHTPZ4,SCSC,SPBXM
5017,Comcast,BBG000BFT2L4,CMCSA,SPBXM
5018,Magnit PJSC,BBG000VFBQG4,MGNT@GS,SPBXM
